cliCpfCgc	DataInclusao	cliDesativa	cliEmail	cliFantasia	cliFatBairro	cliFatCep	cliFatCidade	cliFatCidCodIBGE	cliFatEnd	cliFatEndNumero	cliFatUf	cliFone	cliId	cliNome	cliRgInsc	cliTipoCad	cliTipo
35113111104	NULL	0		LUCIA MARIA DA COSTA	PLANO DIRETOR SUL	77015704	PALMAS	1721000	ARSO 43 ALAMEDA CIRCULAR 2	12	TO		113	LUCIA MARIA DA COSTA	124874	0	0
04748866624	NULL	0		MIGUEL ARAUJO MEDEIROS	LOTEAMENTO RESIDENCIAL POLINÉSIA	77003002	PALMAS	1721000	LOTEAMENTO RESIDENCIAL POLINÉSIA, QUDRA 21 LOTE 2 D , RUA MOREIA	2D	TO		114	MIGUEL ARAUJO MEDEIROS	10548976	0	0
16879847000128	NULL	0		IRKA CONSTRUCOES LTDA	PLANO DIRETOR SUL	72020014	PALMAS	1721000	104 SUL, RUA SE 01, NO 18, SALA 203- B	18	TO	6330261008	115	IRKA CONSTRUCOES LTDA	ISENTO	0	1
80602991404	NULL	0		CLAUDIO FERREIRA LINS	PLANO DIRETOR SUL	77015692	PALMAS	1721000	ARSO 43 ALAMEDA CIRCULAR 1	1	TO		116	CLAUDIO FERREIRA LINS	1611863	0	0
01213463742	NULL	0	CAPELLI.LUA@GMAIL.COM	FABRIZIO SEVERINO MÁRIO CAPELLI	PLANO DIRETOR SUL	77006742	PALMAS	1721000	604 NORTE ALAMEDA 2 QI 12 LT 14	14	TO		117	FABRIZIO SEVERINO MÁRIO CAPELLI	149108	0	0
24440971000110	NULL	0		SPE 6 SUPREME EMPREENDIMENTO	SETOR BUENO	74215005	GOIÂNIA	5208707	AVENIDA T 2 DE 1.200 AO FIM - LADO PAR	1258	GO		118	SPE 6 SUPREME EMPREENDIMENTO LTDA	10.678.835-3	1	1
27788103000114	NULL	0	NULL	PORTAL DAS MADEIRAS	PLANO DIRETOR NORTE	77006460	PALMAS	1721000	QUADRA 406 NORTE AVENIDA LO 12	0	TO	6332247215	119	PORTAL DAS MADEIRAS EIRELI	294804498	1	1
45706854000126	NULL	0	DBR171312@GMAIL.COM	CONSTRUTORA REBESCHINI	PLANO DIRETOR SUL	77024003	PALMAS	1721000	QUADRA ACSU SE 110 AVENIDA NSB CONJ 02 LOTE 04	SN	TO	6384711446	120	CONSTRUTORA REBESCHINI LTDA	ISENTO	0	1
40878220000137	NULL	0	SOLUCAOCANTABIL2016@GMAIL.COM	J L PORTAIS	PLANO DIRETOR SUL	77015457	PALMAS	1721000	Q 307 SUL RUA 6 A CONJUNTO QCB LOTE 02 SN	02	TO	6399394999	121	AGUIA COMERCIO DE PORTAS E PORTAIS EIRELI - ME	29.510.145-8	2	1
03277252140	NULL	0		LUIZ FELIPE BUENO CARREIRA	LOTEAMENTO RESIDENCIAL POLINÉSIA	77003002	PALMAS	1721000	LOTEAMENTO RESIDENCIAL POLINÉSIA	0	TO		122	LUIZ FELIPE BUENO CARREIRA	00150232	0	0
36402752000126	NULL	0		AGROPECUÁRIA VALES LTDA	ZONA RURAL	77375000	SANTA ROSA DO TOCANTINS	1718907	LOCALIDADE DE CABECEIRAS, FAZENDA VALES - ZONA RURAL	1	TO		123	AGROPECUÁRIA VALES LTDA	29.502.692-8	0	1
47738618000117	NULL	0	ZAQUEU@PRIMAVIA.COM.BR	VIA IMOVEIS	PLANO DIRETOR NORTE	77001010	PALMAS	1721000	QUADRA ACSU NO 10 AVENIDA NS 1	SN	TO	6392431768	124	PRIMAVIA IMOVEIS LTDA	ISENTO	0	1
00085446000166	NULL	0		FABIANO PARAFUSOS - MATRIZ	PLANO DIRETOR NORTE	77006004	PALMAS	1721000	102 NORTE AVENIDA NS 2, LOTE 12 SALA 01	S/N	TO	6332263300	125	FABIANO COM ATAC DE FERRAMENTAS E MAT DE CONS LTDA	29.051.260-3	0	1
18944251000190	NULL	0	NFE@WPISOLUCOES.COM.BR	WPI	PLANO DIRETOR NORTE	77006368	PALMAS	1721000	QUADRA ARNE 41 AVENIDA LO 12	S\N	TO	6332179989	126	WPI SOLUÇOES EM TECNOLOGIA EIRELE-ME	29.452.830-0	0	1
07872967000102	NULL	0	NULL	AEROFLEX INDUSTRIA DE AEROSOL LTDA	CIDADE INDUSTRIAL	81460040	CURITIBA	4106902	RUA PAUL GARFUNKEL	1335	PR	4140421112	127	AEROFLEX IND. DE AEROSOL LTDA	9036532219	1	1
94477531915	NULL	0		DIEGO ZANCHI BATTISTELLA	PLANO DIRETOR NORTE	77006054	PALMAS	1721000	ARNE 12 ALAMEDA 2	S/N	TO		128	DIEGO ZANCHI BATTISTELLA	644060	0	0
01172466001702	NULL	0		SANTUARIO NOSSA SENHORA DE FATIMA	PLANO DIRETOR SUL	77270000	PALMAS	1721000	308 SUL ALAMEDA 07	07	TO		129	SANTUARIO NOSSA SENHORA DE FATIMA	ISENTO	0	1
18345084000160	NULL	0		UNIVIDA SHOPPING	PLANO DIRETOR SUL	77015594	PALMAS	1721000	ACSV SO 41 403 SUL AV LO 9 SALAS 6 A LT 19-A	19-A	TO	6332171027	130	UNIVIDA SHOPPING FARMACIA E DROGARIA LTDA	29.449.737-4	0	1
61142865000691	NULL	0	NULL	RENNER SAYERLACK S/A - CAJ	EMP. PAINEIRA	7776015	CAJAMAR	3509205	AV. JORDANO MENDES	1500	SP	551121179000	131	RENNER SAYERLACK S/A - CAJ	241002490112	1	1
20634712000170	NULL	0		MORAIS E MOREIRA LTDA EPP	PLANO DIRETOR NORTE	77006016	PALMAS	1721000	QUADRA ACNE 1 RUA NE 1	SN	TO	6384197846	132	MORAIS E MOREIRA LTDA EPP	00.INX.ENT-O	0	1
41320940000145	NULL	0	CERRADODOURADO@GMAIL.COM	CERRADO DOURADO EXPEDICOES	CENTRO	77593000	MATEIROS	1712702	AV MARANHAO, QD 01	S/N	TO		133	CERRADO DOURADO LTDA	ISENTO	0	1
06785695171	NULL	0		ISABEL CERQUEIRA ANDRADE	PLANO DIRETOR SUL	77016390	PALMAS	1721000	605 SUL, ALAMEDA 13, S/N, PALMAS TO	S/N	TO		134	ISABEL CERQUEIRA ANDRADE	1072803	0	0
04490079000137	NULL	0	ACAUA@ACAUA.COM.BR	CONSTRUTORA ACAUÃ LTDA	PLANO DIRETOR SUL	77023670	PALMAS	1721000	QUADRA 1012 SUL QI E ALAMEDA 11 LOTE-11A - PLANO DIRETOR SUL	11A	TO	6332161855	135	CONSTRUTORA ACAUÃ LTDA	ISENTO	0	1
00758025114	NULL	0		ANA PAULA BEZERRA BARBOSA	SETOR CENTRAL	77405020	GURUPI	1709500	RUA ERLAKSSON LEITÃO BRITO	981	TO		136	ANA PAULA BEZERRA BARBOSA	747375	0	0
08789241000173	NULL	0		MCG CONSTRUTORA E INCOPORADORA LTDA	PLANO DIRETOR NORTE	77270000	PALMAS	1721000	ARNE 13 AL 04 QI B LOTE 26 108 NORTE	26	TO	6392074202	137	MCG CONSTRUTORA E INCOPORADORA LTDA	ISENTO	0	1
00831027100	NULL	0		VINÍCIUS SOUSA COSTA	ORLA 14	77026015	PALMAS	1721000	ORLA 14, 311 SUL, RUA 04, QD 32, LOTE 08C	8C	TO		138	VINÍCIUS SOUSA COSTA	249432	0	0
42395300000167	NULL	0	FELIPE.ENG.TO@GMAIL.COM	FELIPE FERNANDES SANTANA	PLANO DIRETOR NORTE	77006162	PALMAS	1721000	Q ARNE 14 ALAMEDA 8,ANDAR 4;APT 403;BLOCO A;EDIF LA VIDA	S N	TO	6385075430	139	FELIPE FERNANDES SANTANA 03579358103	ISENTO	0	1
54695686104	NULL	0	SARASUARTE6@GMAIL.COM	EVANILDE PEREIRA DA SILVA	SETOR PLANALTO	75533022	ITUMBIARA	5211503	AVENIDA PORTO NACIONAL	S/N	GO		140	EVANILDE PEREIRA DA SILVA	917212	0	0
02524574121	NULL	0		VANDERLEI SILVA VALADARES	PLANALTO	77500000	PORTO NACIONAL	1718204	RUA D. DOMINGUES CORREROTE, NUMERO 1096, CENTRO DE PORTO NACIONAL	1096	TO		141	VANDERLEI SILVA VALADARES	937130	0	0
00828490000119	NULL	0	GERENCIATOCPLACAS@GMAIL.COM	TOCANTINS PLACAS	PLANO DIRETOR NORTE	77001676	PALMAS	1721000	QUADRA ACSU NO 50 ( 401 NORTE), AVENIDA JOAQUIM TEOTÔNIO SEGURADO, CONJUNTO 01, LOTE 09, SI 02	SN	TO	6332246661	142	TOCANTINS INDUSTRIA E COMERCIO DE PLACAS LTDA	29.055.333-4	0	1
17200684007938	NULL	0	JPAICHECO@MARISTA.EDU.BR	COLEGIO MARISTA	PLANO DIRETOR SUL	77020158	PALMAS	1721000	110 SUL AL 23 LOTE 02/04	SN	TO	6321111600	143	UNIAO BRAS DE EDUCACAO E ENSINO	ISENTO	0	1
19724740000107	NULL	0	SINALFER@HOTMAIL.COM	BONNA CONSTUCAO E ENGENHARIA LTDA	PLANO DIRETOR SUL	77020466	PALMAS	1721000	QUADRA ARSE 21 ALAMEDA 4, LOTE 12 SL 04	SN	TO	6392640192	144	BONNA CONSTUCAO E ENGENHARIA LTDA	ISENTO	0	1
21487930000191	NULL	0	NNC.CONTRUTORA@GMAILCOM	NNC CONSTRUTORA	PLANO DIRETOR NORTE	77006494	PALMAS	1721000	QUADRA ARNE 54 AVENIDA LO 12	S/N	TO	6392346914	145	NNC CONSTRUTORA	29.476.592-1	0	1
06343763000111	NULL	0	CENTRODEIDIOMAS@UFT.EDU.BR	FUNDACAO DE APOIO CIENTIFICO E TECNOLOGIA DO TOCA	CENTRO	77026035	PALMAS	1721000	ORLA PRAIA DA GRACIOSA AV PARQUE QI04 LOTE 1	1	TO	6332328501	146	FUNDACAO DE APOIO CIENTIFICO E TECN DO TOCANTINS	ISENTO	0	1
34650157000184	NULL	0	NULL	MEGA INOX	SAO DEFENDE	88808011	CRICIUMA	4204608	R NELSI LUCAS PERUCHI	130	SC		147	PAULO FREITAS E FILHOS COMERCIO E DISTRIBUIDORA DE	260207730	1	1
26919416000100	NULL	0	POSTONOSSOPOSTO@GMAIL.COM	NOSSO POSTO	CENTRO	77660000	MIRANORTE	1713304	AV ALFREDO NASSER QUADRA 49 LOTE 14 E 15	14	TO		148	SILVANO DE SOUSA COMERCIO DE COMBUSTIVEIS EIRELI	29.480.210-0	0	1
00970771001426	NULL	0	COMPRAS.OBRAS@MAQCAMPO.COM.BR	MAQCAMPO	PLANO DIRETOR SUL	77020620	PALMAS	1721000	212 SUL, RUA SR 15	22	TO	6321118001	149	MAQ CAMPO SOLUCOES AGRICOLAS S/A	29.482.342-5	0	1
04707995000186	NULL	0	NULL	PORTOTTAL TRANSPORTES E INDUSTRIA E COMERCIO DE MA	DISTRITO INDUSTRIAL	89400000	PORTO UNIAO	4213609	R ALBERTO ALFREDO MATZEMBACHER	182	SC	4235210200	150	PORTOTTAL TRANSPORTES E INDUSTRIA E COMERCIO DE MA	254346707	1	1
00646346121	NULL	0		EDUARDO RODRIGUES RIBEIRO	PLANO DIRETOR SUL	77015458	PALMAS	1721000	ARSO 33 RUA 7 CASA 3	S/N	TO		151	EDUARDO RODRIGUES RIBEIRO	738340	0	0
08737642000180	NULL	0		EXTINSEG EXTINTORES	PLANO DIRETOR NORTE	77006320	PALMAS	1721000	QUADRA 212 NORTE ALAMEDA 2 QI 2 LOTE 5	S/N	TO	6332133168	152	EXTINSEG EQUIPAMENTOS DE SEGURANCA LTD	29.401.055-6	0	1
48679753000100	NULL	0	JEBEZERRACONSTRUCOES@HOTMAIL.COM	J E CONSTRUCOES	PLANO DIRETOR SUL	77016048	PALMAS	1721000	QUADRA ARSO 52 ALAMEDA 32 QI 12 LT 04	04	TO	3498034400	153	J.E BEZERRA CONSTRUCOES LTDA	ISENTO	0	1
86332902191	NULL	0		WANDER ARRUDA VIEIRA	LOTEAMENTO CARIBE	77003110	PALMAS	1721000	CARIBE GOLF & SPA RUA BONAIRE QD 26 LOTE 07	07	TO		154	WANDER ARRUDA VIEIRA	309396	0	0
97458749000119	NULL	0	NULL	DALCOMAD	NOSSA SENHORA APARECIDA	84640000	BITURUNA	4102901	R ANGELO ALBINO BERTOLETTI	480	PR	4235531350	155	DALGALLO COMPENSADOS E PORTAS LTDA	3060058120	1	1
26729561000110	NULL	0	BEMBARATOSUPER@GMAIL.COM	BEM BARATO	DISTRITO LUZIMANGUES	77500000	PORTO NACIONAL	1718204	ROD TO 080 MARGINAL NORTE QD QC 02 JARDINS DO LAGO	0	TO	6399814331	156	BEM BARATO COMERCIO DE ALIMENTOS EIRELI	29.482.679-3	0	1
10378889000107	NULL	0	MM_ENGENHARIA@HOTMAIL.COM	MM ENGENHARIA LTDA	PLANO DIRETOR SUL	77024156	PALMAS	1721000	1112 SUL ALAMEDA 4 LOTE 05/06 SALA 01	S/N	TO	6332171002	157	MM ENGENHARIA LTDA	29.419.929-2	0	1
45310694000100	NULL	0	ECIVILWORK@GMAIL.COM	CIVIL WORK ENGENHARIA	PLANO DIRETOR NORTE	77006016	PALMAS	1721000	QUADRA 104 NORTE RUA NE 1 LOTE 15A SALA 42 A	SN	TO	6384037395	158	WORKAHOLIC ENGENHARIA LTDA	ISENTO	0	1
03004991675	NULL	0		LEONARDO SOUSA VENANCIO	PLANO DIRETOR NORTE	77001112	PALMAS	1721000	QUADRA ARNO 13 ALAMEDA 122	0	TO		159	LEONARDO SOUSA VENANCIO	7636332	0	0
79361127000862	NULL	0	JO.JOSECORREA@GMAIL.COM	FUNDACAO PRO RIM -PALMAS	PLANO DIRETOR SUL	77015200	PALMAS	1721000	201 SUL AVENIDA JOAQUIM TEOTÔNIO SEGURADO	SN	TO	6334313800	160	FUNDACAO PRO RIM	ISENTO	0	1
03501772106	NULL	0		FERNANDO HENRIQUE RIBEIRO GUIMARÃES	PLANO DIRETOR SUL	77023522	PALMAS	1721000	QUADRA ARSE 101 ALAMEDA 12	S/N	TO		161	FERNANDO HENRIQUE RIBEIRO GUIMARÃES	867558	0	0
97692042187	NULL	0		SAULO ALVES MENDES	PLANO DIRETOR SUL	77015692	PALMAS	1721000	407 SUL, ALAMEDA CIRCULAR 01, QI 07, LOTE 23	23	TO		162	SAULO ALVES MENDES	627334003	0	0
57487197115	NULL	0		ADAO TEODORO MAIA	PLANO DIRETOR SUL	77015630	SAMPAIO	1721000	ARSO 42 ALAMEDA 17 QI 05 LT 08	08	TO		163	ADAO TEODORO MAIA	605328	0	0
10910190000138	NULL	0	LAB.HEXATO@HOTMAIL.COM	LABEXATO-LABORATORIO DE ANALISES CLINICAS LTDA	PLANO DIRETOR NORTE	77006022	PALMAS	1721000	QUADRA 104 NORTE, AVENIDA L0 02 COM AVENIDA NS 04	02	TO	6332252909	164	LABEXATO LABORATORIO DE ANALISES CLINICAS LTDA	ISENTO	0	1
73077593149	NULL	0	ELKERPQD@HOTMAIL.COM	ELKER PIRES DA SILVA ROCHA	PLANO DIRETOR SUL	77018522	PALMAS	1721000	QUADRA 1005 SUL (ARSO 102) ALAMEDA 21, QI 13, LOTE 21	21	TO		165	ELKER PIRES DA SILVA ROCHA	674522	0	0
02668145147	NULL	0	DIOGOGONZAGA.ENG@GMAIL.COM	DIOGO GONZAGA MOREIRA	PLANO DIRETOR SUL	77019012	PALMAS	1721000	QUADRA 1103 SUL ( ARSO 111), ALAMEDA 15, LOTE 04A, QI 39	04A	TO		166	DIOGO GONZAGA MOREIRA	954012	0	0
47098192000184	NULL	0	MONTANHATH@GMAIL.COM	VILLA FESTA ESPACO PARA EVENTOS	PLANO DIRETOR NORTE	77001036	PALMAS	1721000	QUADRA ACNO 11 RUA NO 11 LOTE 37	SN	TO	6384026069	167	RL IMOVEIS LTDA	ISENTO	0	1
39328341434	NULL	0		SILVIA MARIA AMERICO FEITOSA	PLANO DIRETOR SUL	77020084	PALMAS	1721000	 QUADRA 106 SUL LOTE 17 ALAMEDA 16	17	TO		168	SILVIA MARIA AMERICO FEITOSA	003.741495	0	0
44903170187	NULL	0		SAFIRA RODRIGUES LOPES DIAS	PLANO DIRETOR NORTE	77006018	PALMAS	1721000	108 NORTE   ALAMEDA 16   LOTE 10   CASA 03 RESIDENCIAL GIRASSÓIS	16	TO		169	SAFIRA RODRIGUES LOPES DIAS	384001	0	0
01908743174	NULL	0		ALDEIR BORGES FARIA	PLANO DIRETOR SUL	77025458	PALMAS	1721000	1503 SUL . ALAMEDA 34. QUADRA 38. LOTE 06	06	TO		170	ALDEIR BORGES FARIA	1171069	0	0
38580683149	NULL	0		NIVEA CUSTÓDIA SANDES PEDREIRA	PLANO DIRETOR SUL	77015436	PALMAS	1721000	ARSO 32, ALAMEDA 2, QI 06 LOTE 23	23	TO		171	NIVEA CUSTÓDIA SANDES PEDREIRA	1456502	0	0
61144150000678	NULL	0	NULL	PADO SA INDL COML E IMPORTADORA - FILIAL	JARDIM UNIAO	86192170	CAMBÃ‰	4103701	MELLO PEIXOTO BR 369	592	PR	4332491100	174	PADO SA INDL COML E IMPORTADORA	9014893510	1	1
90907787134	NULL	0		CERGIO FERNANDES BRAGA JUNIOR	PLANO DIRETOR SUL	77015452	PALMAS	1721000	QUADRA 307 SUL, ALAMEDA 02, LOTE 10	10	TO		175	CERGIO FERNANDES BRAGA JUNIOR	449490	0	0
01411908000150	NULL	0	EDILBERTO.LUCENA@AUTOVIAFIAT.COM.BR	AUTOVIA VEICULOS PECAS E SERVICO LTDA	PLANO DIRETOR NORTE	77001010	PALMAS	1721000	QUADRA 101 NORTE CONJ 02 AV NS 1	SN	TO	6332283900	176	AUTOVIA VEICULOS PECAS E SERVICO LTDA	29.057.926-0	0	1
11190925664	NULL	0	PATRICIARESPLANDES.AGRO@GMAIL.COM	PEDRO HENRIQUE FERNANDES ROCHA	PORTAL DO CERRADO	77493000	LAGOA DA CONFUSÃO	1711902	RUA 02 LOTE 14 QUADRA 02, PORTAL DO CERRADO, LAGOA DA CONFUSÃO – TO	14	TO		177	PEDRO HENRIQUE FERNANDES ROCHA	18350320	0	0
91179416015	NULL	0	FATURAMENTO@FAZATLANTIDA.COM.BR	MARCELO CARASSA	ZONA RURAL	77310000	ALMAS	1700400	ALMAS BARRA NOVA KM 15 MARGEM DIREITA	KM15	TO	6332153949	178	MARCELO CARASSA	772903	0	0
32534969000139	NULL	0	DIRETORIA@CKHOSPITALAR.COM.BR	CK HOSPITALAR #	PLANO DIRETOR NORTE	77006536	PALMAS	1721000	QUADRA ASR NE 55 , ALAMEDA 6, LOTE 03, QI 07	03	TO	6392247104	179	CK COMERCIO DE PRODUTOS HOSPITALARES LTDA	29.509.620-9	0	1
40116728000106	NULL	0	INSTITUTO@PSIQUEVP.COM.BR	PSIQUE-INST. DE NEUROCIENCIA E SAUDE INFANTOJUVENI	PLANO DIRETOR SUL	77015526	PALMAS	1721000	Q ACSV SO 34 (309 SUL) AV LO 5, LT 19 SL 01 E 02	S/N	TO	6384986195	180	BORGES & PARREIRA LTDA	ISENTO	0	1
29232291000125	NULL	0	COMERCIAL@ENGREGO.COM.BR	ENGREGO SERVIÇOS	VILA RICA	78646000	VILA RICA	5108600	AV. JONAS PINHEIRO DA SILVA   QUADRA 1, LT 01	01	MT	6333322332	181	ENGREGO SERVIÇOS DE ENGENHARIA EIRELI	ISENTO	0	1
35482229000194	NULL	0	MBTAVARESENGENHARIA@GMAIL.COM	MB TAVARES ENGENHARIA LTDA	PLANO DIRETOR SUL	77020024	PALMAS	1721000	Q ACSE 11 RUA SE 9 LT 16 SALA 04	S/N	TO	6384290558	182	MB TAVARES ENGENHARIA LTDA	ISENTO	0	1
32797295000165	NULL	0	FINANCEIRO@ALFATECHENGENHARIA.COM	ALFATECH ENGENHARIA	PLANO DIRETOR SUL	77019004	PALMAS	1721000	Q 1103 SUL AVENIDA LO 27 LOTE 02 SALA C (QUADRA ARSO 111 AVENIDA LO 27)	02	TO	6392255009	183	B.A.F. ENGENHARIA LTDA	29.500.743-5	0	1
63634074191	NULL	0		FRANCISCO ATANAGILDO MELO SILVA	PLANO DIRETOR SUL	77024120	PALMAS	1721000	QUADRA 1.503 SUL, QUADRA 27, ALAMEDA 35, LOTE 27	27	TO		184	FRANCISCO ATANAGILDO MELO SILVA	1436488	0	0
28039616875	NULL	0		PEDRO BERTOLOTTI	PLANO DIRETOR SUL	77003110	PALMAS	1721000	CONDOMINIO CARIBE, QUADRA 03, LOTE 01, QI 14, PLANO DIRETOR SUL.	01	TO		185	PEDRO BERTOLOTTI	1525316	0	0
22020521000143	NULL	0	JESSYCAIZZA@HOTMAIL.COM	J DE PAIVA IZZA	PLANO DIRETOR SUL	77015438	PALMAS	1721000	305 SUL AV LO 05	23	TO	6332158104	186	AGILIZZA SOLUÇAO EM ENGENHARIA E DESPACHANTE IMBL.	ISENTO	0	1
07759878400	NULL	0		ANTONIO DOMINGOS MARQUES	CENTRO	77500000	PORTO NACIONAL	1718204	RUA FREDERICO LEMOS 1250 CENTRO PORTO NACIONAL	1250	TO		187	ANTONIO DOMINGOS MARQUES	1052648 SSP PE	0	0
02898387118	NULL	0	FINANCEIRO@ALFATECHENGENHARIA.COM	PATRÍCIA ALVES SANTANA XAVIER VIDAL	PLANO DIRETOR SUL	77015692	PALMAS	1721000	 ARSO 43, ALAMEDA CIRCULAR 01, QI. 07, LOTE 03	03	TO		188	PATRÍCIA ALVES SANTANA XAVIER VIDAL	953.099	0	0
20959916000342	NULL	0		CONSTRUTORA HERA LTDA	VILA OLÍMPIA	04547003	SÃO PAULO	3550308	RUA GOMES DE CARVALHO DE 741/742 A 989/990	911	SP	3131666389	189	CONSTRUTORA HERA LTDA	133.014.340.118	0	1
98551345168	NULL	0		MARIA DOMINGAS CURSINO DE SOUSA	NOVO HORIZONTE	77635000	RIO SONO	1718758	AV. 07 DE SETEMBRO, SETOR NOVO HORIZONTE, NÚMERO 373	373	TO		190	MARIA DOMINGAS CURSINO DE SOUSA	317511	0	0
37094670125	NULL	0		MARIA REGINA PEDROSO CABRAL	SANTO AMARO	77007128	PALMAS	1721000	QUADRA ARNE 81, ALAMEDA 18, NUMERO 20 , QI 14, LOTEAMENTO ZEIS SANTO AMARO	20	TO		191	MARIA REGINA PEDROSO CABRAL	1263097	0	0
06971416830	NULL	0		MARINEIA RODRIGUES	PLANO DIRETOR SUL	77016374	PALMAS	1721000	QUADRA 603 SUL, ALAMENDA 14, LOTE 01	01	TO		192	MARINEIA RODRIGUES	21946701 SSP/SP	0	0
27317077000146	NULL	0	PALMASASFALTO@GMAIL.COM	JHM CONSTRUCOES LTDA	DISTRITO INDUSTRIAL DE TAQUARALTO	77060842	PALMAS	1721000	ALAMEDA RIO DE JANEIRO	S/N	TO	6332155699	193	JHM CONSTRUCOES LTDA	29.478.791-7	0	1
58924647172	NULL	0		SAMUEL CARDOSO DE ARAUJO	LOTEAMENTO BERTAVILLE	77059016	PALMAS	1721000	RUA ALLAN SAMPAIO	00	TO		194	SAMUEL CARDOSO DE ARAUJO	2020500	0	0
03130443177	NULL	0		THIAGO TEIXEIRA DE MENEZES	PLANO DIRETOR SUL	77015314	PALMAS	1721000	ARSO 23 ALAMEDA 4	32	TO		195	THIAGO TEIXEIRA DE MENEZES	1622085	0	0
12917155000176	NULL	0	ENGECOMGOCOMPRASGYN@GMAIL.COM	ENGECOM CONSTRUTORA	SETOR LESTE UNIVERSITÁRIO	74603090	GOIÂNIA	5208707	RUA 217 Nº 263 QD.28 LT.16 CASA 01	16	GO	6294004280	196	ENGECOM CONSTRUTORA LTDA	10.488.566-1	0	1
21972299824	NULL	0		MARIM PAULO ALVES GUIMARÃES JUNIOR	ZONA RURAL	77855000	ARAGUANÃ	1702158	FAZENDA BARRA DO RIO LONTRA, TO 164, KM 90	00	TO		197	MARIM PAULO ALVES GUIMARÃES JUNIOR	326303	0	0
07872967000536	NULL	0	NULL	DISTRIBUIDORA	CIDADE INDUSTRIAL	81460040	CURITIBA	4106902	R PAUL GARFUNKEL	1415	PR	4132657730	198	AEROFLEX INDUSTRIA DE AEROSOL LTDA	9102083226	1	1
19644643000104	NULL	0	FINANCEIRO@VIRTUSTECNOLOGIA.COM	VIRTUS TECNOLOGIA	PLANO DIRETOR NORTE	77006368	PALMAS	1721000	QUADRA ARNE 41 AVENIDA LO 12	S/N	TO	6399612100	199	VIRTUS TECNOLOGIA LTDA	29.458.118-9	0	1
06210263000101	NULL	0		A/R TRANSPORTES E CONSTRUCOES	PLANO DIRETOR SUL	77023136	PALMAS	1721000	QUADRA ASR SE 85 ( 812 SUL ) ALAMEDA 04, LOTE 08, QI 03	08	TO		200	RN TRANSPORTES E CONSTRUCOES LTDA	ISENTO	0	1
36771732000122	NULL	0		CVBRAS CONSTRUTORA LTDA	PLANO DIRETOR SUL	77023136	PALMAS	1721000	QUADRA ASR SE 85 ALAMEDA 4	01	TO		201	CVBRAS CONSTRUTORA LTDA	ISENTO	0	1
28687084000100	NULL	0		ALL AMBIENTAL	PLANO DIRETOR SUL	77023668	PALMAS	1721000	QUADRA ASR SE 105 ALAMEDA 7	S/N	TO	2733378239	203	AVF AMBIENTAL  - EPP LTDA	29.490.363-1	0	1
13746913000101	NULL	0	premierimoveisto02@gmail.com	PREMIER IMOVEIS	PLANO DIRETOR SUL	77019428	PALMAS	1721000	QD 1203 SUL ALAMEDA 16 QI 14 LT 01	0	TO	6330267348	210	PREMIER IMOVEIS LTDA ME	ISENTO	0	1
53566241000169	NULL	0		GRAU TECNICO PALMAS	PLANO DIRETOR SUL	77020022	PALMAS	1721000	ACSE 11 RUA SE 7 CONJUNTO 01 LOTE 24	SN	TO	8197445358	213	GTP CURSOS TECNICOS E PROFISSIONALIZANTES LTDA	ISENTO	0	1
53688257000144	NULL	0	psiconeurofinanceiroadm@gmail.com	PSICONEURO	PLANO DIRETOR SUL	77020068	PALMAS	1721000	ARSE 12 (106 SUL) ALAMEDA 2 QI-G LOTE 15	15	TO	6332155207	214	PSICONEURO CENTRO ESPE EM TCC E AVALIACAO NEUROPIS	ISENTO	0	1
00882673000112	NULL	0	NULL	CRIATIVA PUXADORES	DISTRITO INDUSTRIAL	89600000	JOACABA	4209003	RUA PREFEITO UDILO ANTONIO COPPI	403	SC	4935220766	215	INDUSTRIA E COMERCIO DE PUXADORES CRIATIVA LTDA	253092272	1	1
47734063000135	NULL	0	NULL	MEGA INOX	SANTA LUZIA	88807236	CRICIUMA	4204608	RUA MANOEL ALEIXO DE MEDEIROS	39	SC		223	MLP PUXADORES E ACESSORIOS LTDA	261880462	1	1
05582611000109	NULL	0	NULL	MADEICOM  ATACADO	PLANO DIRETOR SUL	77020178	PALMAS	1721000	112 SUL RUA SR 09 LOTE 24	48	TO	6332250180	230	G. VIEIRA FERNANDES CIA LTDA	293451184	1	1
00089126000184	NULL	0		IGREJA BATISTA GETSEMANI	PLANO DIRETOR SUL	77020526	PALMAS	1721000	ARSE 22 ALAMEDA 10 LOTE 01	01	TO		234	IGREJA BATISTA GETSEMANI	ISENTO	0	1
18543638000134	NULL	0	NULL	CONCREM INDUSTRIAL LTDA	INTERIOR	68633000	DOM ELISEU	1502939	ROD BR 010 KM 31	000	PA	9481142020	235	CONCREM INDUSTRIAL LTDA	154178659	1	1
50714264000185	NULL	0	NULL	HOUSE ACESSORIOS PARA CONSTRUCAO LTDA	SANTA LUZIA	88807277	CRICIUMA	4204608	RUA SEBASTIAO MANOEL ALANO	221	SC		236	HOUSE ACESSORIOS PARA CONSTRUCAO LTDA	262312506	1	1
32855127000189	NULL	0	kayke.agro@gmail.com	AGROTECH ASSESSORIA E PROJETOS AMBIENTAIS	PLANO DIRETOR SUL	77020098	PALMAS	1721000	Q 108 SUL AVENIDA LO 3 LOTE 10 SALA 06	S/N	TO	6392532616	237	AGROTECH ASSESSORIA E PROJETOS AMBIENTAIS LTDA	ISENTO	0	1
